"","num_id","Name","Type","Dedoose name","Short description","Description_tool","Strategies the tool can support","Theory of change","Structural or operational","Evidence review","DIMEL","Description","Inverse factor","Inverse factor description","Contextual or design factor","Family","dissuade","degrade","protect","transition","military","diplomatic","informational","economic","legal","domestic_context","conflict_dynamics","target_characteristics","implementer_choices","implementer_characteristics","international_dynamics","tool_specific"
"142",146,"Indirect mediation","Factor","Indirect_mediation",NA,NA,NA,NA,NA,NA,NA,"The mediation effort is indirect.","Direct mediation","The mediation effort is direct.","Design","Mediation factors",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1
"143",132,"Manipulative mediation","Factor","Manipulative_mediation",NA,NA,NA,NA,NA,NA,NA,"The mediation effort is manipulative or aggressive.","Non-manipulative mediation","The mediation effort is not manipulative or aggressive.","Design","Mediation factors",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1
"144",25,"Sequenced mediation","Factor","Sequenced approach",NA,NA,NA,NA,NA,NA,NA,"The mediation takes a sequenced approach.","Non-sequenced mediation","The mediation takes a non-sequenced approach.","Design","Mediation factors",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1
"145",203,"Directive mediation","Factor","Directive_mediation",NA,NA,NA,NA,NA,NA,NA,"The mediation uses a directive strategy.","Non-directive mediation.","The mediation uses a non-directive strategy.","Design","Mediation factors ",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1
"146",21,"Conflict party initiates mediation","Factor","Conflict_party_initiates_mediation",NA,NA,NA,NA,NA,NA,NA,"The mediation is initiated by one of the parties to the conflict in which mass atrocities are occurring, rather than a third-party actor.","Third party initiates mediation","The mediation is initiated by a third party actor, rather than one of the parties to the conflict in which mass atrocities are occurring.","Design","Mediation factors",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1
"147",7,"Mediation excludes spoilers","Factor","Exclusion of spoilers",NA,NA,NA,NA,NA,NA,NA,"Spoiler groups are excluded from the mediation coalition.","Mediation includes spoilers","Spoiler groups are included in the mediation coalition.","Design","Mediation factors",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1
"148",85,"Mediation includes diverse actors","Factor","Inclusive of diverse actors",NA,NA,NA,NA,NA,NA,NA,"The mediation includes diverse actors.","Mediation excludes diverse actors","The mediation excludes diverse actors.","Design","Mediation factors",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1
"149",112,"Multiple mediators","Factor","Multiple mediators",NA,NA,NA,NA,NA,NA,NA,"There are multiple mediators mediating the conflict.","Single mediator","There is a single mediator mediating the conflict.","Design","Mediation factors",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1
"150",219,"Change of mediator","Factor","Change of mediator",NA,NA,NA,NA,NA,NA,NA,"The mediator changes during the course of the mediation.","Consistent mediator","The mediator is consistent throughout the course of the mediation.","Design","Mediation factors",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1
"151",73,"Neutral venue for mediation","Factor","Neutral venue",NA,NA,NA,NA,NA,NA,NA,"The mediation is held in a neutral venue.","Biased venue for mediation.","The mediation is held in a biased venue.","Design","Mediation factors",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1
"152",180,"Mediation includes all conflict parties","Factor","Inclusive to all parties",NA,NA,NA,NA,NA,NA,NA,"The mediation includes all conflict parties.","Mediation does not include all conflict parties","The mediation does not include all conflict parties.","Design","Mediation factors",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1
"153",171,"Initiating investigation  ","Factor","Initiating investigation",NA,NA,NA,NA,NA,NA,NA,"An investigation has been initiated.","No investigation initiated","An investigation has not been initiated.","Design","Prosecutions factors",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1
"154",60,"Investigations transferred to pre-trial chamber","Factor","Investigations_transferred_to_pre-trial_chamber",NA,NA,NA,NA,NA,NA,NA,"Investigations have been transferred to a pre-trial chamber.","Investigations not transferred to a pre-trial chamber","Investigations have not been transferred to a pre-trial chamber.","Design","Prosecutions factors",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1
"155",149,"Preliminary examination","Factor","Preliminary_examination",NA,NA,NA,NA,NA,NA,NA,"A preliminary examination has occurred.","No preliminary examination","No preliminary examination has occurred.","Design","Prosecutions factors",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1
"156",136,"Request for arrest warrant","Factor","Request_for_arrest_warrants",NA,NA,NA,NA,NA,NA,NA,"There has been a request for an arrest warrant.","No request for an arrest warrant","There has been no request for an arrest warrant.","Design","Prosecutions factors",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1
"157",14,"Arrest warrant","Factor","Arrest warrant",NA,NA,NA,NA,NA,NA,NA,"An arrest warrant has been issued.","No arrest warrant","An arrest warrant has not been issued.","Design","Prosecutions factors",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1
"158",84,"Indictment","Factor","Indictment",NA,NA,NA,NA,NA,NA,NA,"There has been an indictment.","No indictment","There has not been an indictment.","Design","Prosecutions factors",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1
"159",56,"Conviction or severe punishment","Factor","Conviction_or_severe_punishment",NA,NA,NA,NA,NA,NA,NA,"The prosecution resulted in conviction or severe punishment.","Absence of conviction or severe punishment","The prosecution did not result in conviction or severe punishment.","Design","Prosecutions factors",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1
"160",205,"Domestic prosecution","Factor","Domestic prosecution",NA,NA,NA,NA,NA,NA,NA,"The prosecution is domestic.",NA,NA,"Design","Prosecutions factors",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1
"161",86,"International prosecution ","Factor","International prosecution",NA,NA,NA,NA,NA,NA,NA,"The prosecution is international.",NA,NA,"Design","Prosecutions factors",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1
"162",5,"Prosecution occurs after negotiated settlement","Factor","Prosecutions_occur_after _negotiated_settlement",NA,NA,NA,NA,NA,NA,NA,"The prosecution occurs after a negotiated settlement.","Prosecution does not occur after negotiated settlement","The prosecution does not occur after a negotiated settlement.","Design","Prosecutions factors",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1
"163",217,"Witness protection ","Factor","Witness protection",NA,NA,NA,NA,NA,NA,NA,"The prosecution effectively protects witnesses and victims.","Absence of witness protection","The prosecution does not effectively protect witnesses and victims.","Design","Prosecutions factors",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1
"164",11,"Target aware of international justice system","Factor","Perpetrator’s awareness of the international justice system",NA,NA,NA,NA,NA,NA,NA,"The target is familiar with the basic procedures and processes of the international criminal justice system","Target unaware of international justice system","The target is familiar with the basic procedures and processes of the international criminal justice system","Context","Prosecutions factors",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1
"165",24,"UN Security Council referral  ","Factor","UNSC referral",NA,NA,NA,NA,NA,NA,NA,"The case being prosecuted was referred to the International Criminal Court by the UN Security Council.","Absence of UN Security Council referral","The case being prosecuted was not referred to the International Criminal Court by the UN Security Council.","Design","Prosecutions factors",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1
"166",152,"Conflict parties prefer domestic justice","Factor","Preference for domestic justice",NA,NA,NA,NA,NA,NA,NA,"Conflict parties prefer domestic transitional justice to ICC justice.","Conflict parties do not prefer domestic justice","Conflict parties do not prefer domestic transitional justice to ICC justice.","Context","Prosecutions factors",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1
"167",75,"Provision of troops","Factor","Provision of troops",NA,NA,NA,NA,NA,NA,NA,"The tool implementer provides troops to the non-state armed group.",NA,NA,"Design","Support to NSAGs factors",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1
"168",214,"Provision of money or arms","Factor","Money or arms support",NA,NA,NA,NA,NA,NA,NA,"The tool implementer provides money or arms to the non-state armed group.",NA,NA,"Design","Support to NSAGs factors",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1
"169",109,"Provision of safe haven","Factor","Rebel safe haven",NA,NA,NA,NA,NA,NA,NA,"The tool implementer provides safe haven to the non-state armed group.",NA,NA,"Design","Support to NSAGs factors",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1
"170",198,"High quantity of support","Factor","High quantity of support",NA,NA,NA,NA,NA,NA,NA,"The quantity of external support to the state actor or non-state armed group results in a large increase in the group’s capabilities.","Low quantity of support","The quantity of external support to the state actor or non-state armed group does not result in a large increase in the group’s capabilities.","Design","Implementer choices    ",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0
"171",82,"Conflict termination goals","Factor","Conflict termination goals",NA,NA,NA,NA,NA,NA,NA,"The tool implementer’s policy objective is to end the civil war or conflict.","Non-conflict termination goals","The tool implementer’s policy objective is not to end the civil war or conflict.","Design","Implementer choices",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0
"172",8,"Observer mission","Factor","Observer mission",NA,NA,NA,NA,NA,NA,NA,"The peace operation is an observer mission or has a traditional mandate that includes principles of consent, neutrality, or minimal use of force.",NA,NA,"Design","Peace operations factors",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1
"173",106,"Protection of civilians mandate","Factor","Protection_of_civilians_mandate",NA,NA,NA,NA,NA,NA,NA,"The peace operation has a mandate to protect civilians.",NA,NA,"Design","Peace operations factors",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1
"174",66,"Multidimensional mandate","Factor","Multidimensional_mandate",NA,NA,NA,NA,NA,NA,NA,"The peace operation has a mandate that is described as multidimensional, transformational, robust, or centered on enforcement or stabilization goals. These mandates include the use of force by peacekeepers for purposes other than the explicit protection of civilians.",NA,NA,"Design","Peace operations factors",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1
"175",185,"Humanitarian mission","Factor","Humanitarian_mission",NA,NA,NA,NA,NA,NA,NA,"The peace operation has a humanitarian purpose which can include protecting humanitarian convoys, humanitarian operations, and/or humanitarian aid.",NA,NA,"Design","Peace operations factors",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1
"176",105,"DDR mandate","Factor","DDR_mandate",NA,NA,NA,NA,NA,NA,NA,"The peace operation has a disarmament, demobilization, and reintegration mandate.",NA,NA,"Design","Peace operations factors",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1
"177",115,"UN mandate ","Factor","UN mandate",NA,NA,NA,NA,NA,NA,NA,"The peacekeeping mission is operating under a UN mandate. (Note - For our review, we assume that findings associated with a regional mandate can be considered equivalent to findings associated with a non-UN mandate.)","Regional mandate","The peacekeeping mission is operating under a regional mandate.","Design","Peace operations factors",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1
"178",140,"Willingness/ability to use force","Factor","Ability_to_use_force",NA,NA,NA,NA,NA,NA,NA,"The tool implementer is willing and able to use force.","Absence of willingness/ability to use force","The tool implementer is unwilling or unable to use force.","Design","Peace operations factors",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1
"179",50,"Diverse troop-contributing countries","Factor","Diversity of troop-contributing countries",NA,NA,NA,NA,NA,NA,NA,"The peace operation is comprised of troops from a diverse set of countries","Non-diverse troop-contributing countries",NA,"Design","Peace operations factors",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1
"180",38,"Election engagement","Factor","Election_engagement",NA,NA,NA,NA,NA,NA,NA,"The peace operation is engaged in election-related activities.","Lack of election engagement","The peace operation is not engaged in election-related activities.","Design","Peace operations factors",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1
"181",96,"Use of troops","Factor","Troops",NA,NA,NA,NA,NA,NA,NA,"The peace operation is comprised of military troops.","No use of troops","The peace operation is not comprised of military troops.","Design","Peace operations factors",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1
"182",10,"Use of safe areas","Factor","Use_of_safe_areas",NA,NA,NA,NA,NA,NA,NA,"The peace operation uses safe areas.","No use of safe areas","The peace operation does not use safe areas.","Design","Peace operations factors",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1
"183",74,"Consent","Factor","Consent",NA,NA,NA,NA,NA,NA,NA,"The peace operation has secured broad consent.","Absence of consent","The peace operation has not secured broad consent","Design","Peace operations factors",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1
"184",23,"Use of private contractors/companies","Factor","Use_of_private_contractors",NA,NA,NA,NA,NA,NA,NA,"The peace operation deploys private security contractors or companies.","No use of private contractors/companies","The peace operation does not deploy private security contractors or companies.","Design","Peace operations factors",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1
"185",144,"Civilian component","Factor","Civilian_component",NA,NA,NA,NA,NA,NA,NA,"The peace operation has a large civilian component.","No civilian component","The peace operation does not have a large civilian component.","Design","Peace operations factors",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1
"186",166,"Ability to separate combatants","Factor","Ability_to_separate_combatants",NA,NA,NA,NA,NA,NA,NA,"The peace operation is able to separate combatants from civilians.","Inability to separate combatants","The peace operation is unable to separate combatants from civilians.","Design","Peace operations factors",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1
"187",135,"High quantity of troops","Factor","Large_force",NA,NA,NA,NA,NA,NA,NA,"The peacekeeping or intervening military force is large in size.","Small peacekeeping or intervening military force","The peacekeeping or intervening military force is small in size.","Design","Implementer choices",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0
"188",62,"Police","Factor","Police",NA,NA,NA,NA,NA,NA,NA,"The peace operation has police.","Lack of police","The peace operation does not have police.","Design","Peace operations factors",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1
"189",6,"Non-politicized naming and shaming","Factor","Non politicized_naming_and_shaming",NA,NA,NA,NA,NA,NA,NA,"The naming and shaming is technical.","Politicized naming and shaming","The naming and shaming is politicized.","Design","Naming and shaming factors",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1
"190",154,"Multiple types of sanctions","Factor","Multiple_types_of_sanctions",NA,NA,NA,NA,NA,NA,NA,"The tool implementer implements multiple types of targeted sanctions.","Single type of sanctions","The tool implementer implements a single type of targeted sanctions.","Design","Targeted sanctions factors",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1
"191",22,"High economic cost","Factor","High economic cost",NA,NA,NA,NA,NA,NA,NA,"The comprehensive economic sanctions impose a high economic cost on the target.","Low economic cost","The comprehensive economic sanctions impose a low economic cost on the target.","Design","Comprehensive economic sanctions factors",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1
"192",218,"Legal lootable resources","Factor","Legal lootable resources",NA,NA,NA,NA,NA,NA,NA,"The country is experiencing a conflict that involves legal lootable resources.",NA,NA,"Contextual","Conflict dynamics",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0
"193",158,"Target pays implementer with resource concessions","Factor","Target_resource_concessions",NA,NA,NA,NA,NA,NA,NA,"The target pays the tool implementer with resource concessions.",NA,NA,"Contextual","Target characteristics",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0
"194",124,"Pro-government intervention","Factor","Government_intervention",NA,NA,NA,NA,NA,NA,NA,"The military intervention is conducted in support of the government in the country under study.",NA,NA,"Design","Implementer choices",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0
"195",181,"Pro-rebel intervention","Factor","Rebel_intervention",NA,NA,NA,NA,NA,NA,NA,"The military intervention is conducted in support of the rebel group(s) in the country under study.",NA,NA,"Design","Implementer choices",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0
"196",13,"Anti-perpetrator intervention","Factor","Perpetrator_intervention",NA,NA,NA,NA,NA,NA,NA,"The military intervention is conducted in opposition to the perpetrator of violence in the country under study.",NA,NA,"Design","Implementer choices",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0
"197",189,"Neutral intervention","Factor","Neutral_intervention",NA,NA,NA,NA,NA,NA,NA,"The military intervention is not conducted in support of a particular conflict party in the country under study.",NA,NA,"Design","Implementer choices",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0
"198",48,"Non-lootable resources","Factor","Non_lootable_resources",NA,NA,NA,NA,NA,NA,NA,"The country under study is experiencing a conflict that involves non-lootable resources, such as off-shore oil.",NA,NA,"Contextual","Conflict dynamics",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0
"199",100,"Strategy targets civilians","Factor","Strategy_targets_civilians",NA,NA,NA,NA,NA,NA,NA,"The country under study is experiencing a conflict that involves non-lootable resources, such as off-shore oil.",NA,NA,"Design","Military intervention factors",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1
"200",2,"Airpower","Factor","Airpower",NA,NA,NA,NA,NA,NA,NA,"The military intervention uses airpower.",NA,NA,"Design","Military intervention factors",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1
"201",49,"Implementer demands regime change","Factor","Implementer_regime_change",NA,NA,NA,NA,NA,NA,NA,"The tool implementer demands regime change in the country under study.",NA,NA,"Design","Implementer choices",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0
"202",63,"Counter-terrorism objective","Factor","Counterterrorism_objective",NA,NA,NA,NA,NA,NA,NA,"The tool has a counter-terrorism policy objective.",NA,NA,"Design","Implementer choices",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0
"203",125,"Democratization mandate","Factor","Democratization_mandate",NA,NA,NA,NA,NA,NA,NA,"The tool has a democratization mandate or policy objective.",NA,NA,"Design","Implementer choices",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0
"204",27,"Independent agenda","Factor","Independent_agenda",NA,NA,NA,NA,NA,NA,NA,"The tool implementer pursues an agenda independent of conflict parties' agendas.",NA,NA,"Design","Implementer choices",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0
"205",43,"Strategic interest","Factor","Strategic_interest",NA,NA,NA,NA,NA,NA,NA,"The tool implementer has a strategic interest in the country under study, such as an economic, security, or broader interest.",NA,NA,"Contextual","Implementer characteristics ",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0
"206",131,"Leaders do not join amnesty","Factor","Leaders_not_comply",NA,NA,NA,NA,NA,NA,NA,"The leaders of the country or rebel group under study do not participate in the amnesty.","Leaders join amnesty","The leaders of the country or rebel group under study participate in the amnesty.","Contextual","Amnesty factors",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1
"207",47,"Large money transfers","Factor","Large_money_transfers",NA,NA,NA,NA,NA,NA,NA,"The amnesty agreement involves the transfer of large sums of money to the individuals that the amnesty covers.","No money transfers","The amnesty agreement does not involve the transfer of large sums of money to the individuals that the amnesty covers.","Design","Amnesty factors",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1
"208",18,"Amnesty for serious human rights violations","Factor","Amnesty_serious_violations",NA,NA,NA,NA,NA,NA,NA,"The amnesty agreement covers serious human rights violations.","No amnesty for serious human rights violations","The amnesty agreement does not cover serious human rights violations.","Design","Amnesty factors",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1
"209",119,"Limited amnesty timespan","Factor","Limited_timespan",NA,NA,NA,NA,NA,NA,NA,"The amnesty covers acts that took place during a limited timespan.","Broad amnesty timespan","The amnesty covers acts that took place during a broad timespan.","Design","Amnesty factors",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1
"210",167,"Amnesty includes relevant parties","Factor","Amnesty_relevant_parties",NA,NA,NA,NA,NA,NA,NA,"The amnesty agreement includes relevant parties to the conflict.","Amnesty does not include relevant parties","The amnesty agreement does not include relevant parties to the conflict.","Design","Amnesty factors",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1
"211",216,"Awareness of tool","Factor","Awareness_tool",NA,NA,NA,NA,NA,NA,NA,"The target is aware that the tool is being implemented.","Unawareness of tool","The target is not aware that the tool is being implemented","Contextual","Target characteristics",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0
"212",17,"Promise of use of the tool","Factor","Promise_use_tool",NA,NA,NA,NA,NA,NA,NA,"The tool implementer promises to use the tool.",NA,NA,"Contextual","Implementer choices",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0
"213",169,"Concentrated or inequitable disbursement","Factor","Concentrated_disbursement",NA,NA,NA,NA,NA,NA,NA,"The assistance is concentrated with a select number of elites or is inequitably disbursed.","Diffuse or equitable disbursement","The assistance is not concentrated with a select number of elites or is equitably disbursed.","Design","Implementer choices",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0
"214",122,"Economic shock","Factor","Economic_shock",NA,NA,NA,NA,NA,NA,NA,"The country under study has recently experienced an economic shock.","No economic shock","The country under study has not recently experienced an economic shock.","Contextual","Domestic context",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0
"215",204,"Inflation","Factor","Inflation",NA,NA,NA,NA,NA,NA,NA,"The economy of the country under study is experiencing inflation.","No inflation","The economy of the country under study is not experiencing inflation.","Contextual","Domestic context",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0
"216",160,"Neighboring state support","Factor","Neighbor_state_support",NA,NA,NA,NA,NA,NA,NA,"Countries nearby support the leadership of the country under study.",NA,NA,"Contextual","International dynamics",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0
"217",197,"Fungible aid","Factor","Fungible_aid",NA,NA,NA,NA,NA,NA,NA,"The assistance can be used for multiple different purposes.","Non-fungible aid","The assistance cannot be used for multiple different purposes. ","Design","Implementer choices",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0
"218",192,"Humanitarian aid","Factor","Humanitarian_aid",NA,NA,NA,NA,NA,NA,NA,"The purpose of the assistance is humanitarian.","Non-humanitarian aid","The purpose of the assistance is not humanitarian.","Design","Implementer choices",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0
"219",123,"Strong civil society","Factor","Strong_civil_society",NA,NA,NA,NA,NA,NA,NA,"The country under study has a strong civil society.","Weak civil society","The country under study has a weak civil society.","Contextual","Domestic context",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0
"220",99,"Large number of external sponsors","Factor","Number_external_sponsors",NA,NA,NA,NA,NA,NA,NA,"A large number of external actors provide support for non-state armed groups.","Small number of external sponsors","A small number of external actors provide support for non-state armed groups.","Contextual","Support to non-state armed groups factors",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1
