"","num_id","Name","Type","Dedoose name","Short description","Description_tool","Strategies the tool can support","Theory of change","Structural or operational","Evidence review","DIMEL","Description","Inverse factor","Inverse factor description","Contextual or design factor","Family"
"187",198,"Non-politicized naming and shaming","Factor","Non-politicized_naming_and_shaming",NA,NA,NA,NA,NA,NA,NA,"The naming and shaming is technical.","Politicized naming and shaming","The naming and shaming is politicized.","Design","Naming and shaming factors"
"188",24,"Multiple types of sanctions","Factor","Multiple_types_of_sanctions",NA,NA,NA,NA,NA,NA,NA,"The tool implementer implements multiple types of targeted sanctions.","Single type of sanctions","The tool implementer implements a single type of targeted sanctions.","Design","Targeted sanctions factors"
"189",68,"High economic cost","Factor","High economic cost",NA,NA,NA,NA,NA,NA,NA,"The comprehensive economic sanctions impose a high economic cost on the target.","Low economic cost","The comprehensive economic sanctions impose a low economic cost on the target.","Design","Comprehensive economic sanctions factors"
"190",206,"Legal lootable resources","Factor","Legal lootable resources",NA,NA,NA,NA,NA,NA,NA,"The country is experiencing a conflict that involves legal lootable resources.","No legal lootable resources","The country is experiencing a conflict that does not involve legal lootable resources.","Contextual","Conflict dynamics"
"191",201,"Target pays implementer with resource concessions","Factor","Target_resource_concessions",NA,NA,NA,NA,NA,NA,NA,"The target pays the tool implementer with resource concessions.","Target does not pay implementer with resource concessions","The target does not pay the tool implementer with resource concessions.","Contextual","Target characteristics"
"192",104,"Pro-government intervention","Factor","Government_intervention",NA,NA,NA,NA,NA,NA,NA,"The military intervention is conducted in support of the government in the country under study.","Intervention not pro-government","The military intervention is not conducted in support of the government in the country under study.","Design","Implementer choices"
"193",66,"Pro-rebel intervention","Factor","Rebel_intervention",NA,NA,NA,NA,NA,NA,NA,"The military intervention is conducted in support of the rebel group(s) in the country under study.","Intervention not pro-rebel","The military intervention is not conducted in support of the rebel group(s) in the country under study.","Design","Implementer choices"
"194",16,"Anti-perpetrator intervention","Factor","Perpetrator_intervention",NA,NA,NA,NA,NA,NA,NA,"The military intervention is conducted in opposition to the perpetrator of violence in the country under study.","Intervention not anti-perpetrator","The military intervention is not conducted in opposition to the perpetrator of violence in the country under study.","Design","Implementer choices"
"195",151,"Neutral intervention","Factor","Neutral_intervention",NA,NA,NA,NA,NA,NA,NA,"The military intervention is not conducted in support of a particular conflict party in the country under study.","Biased intervention","The military intervention is conducted in support of a particular conflict party in the country under study.","Design","Implementer choices"
"196",179,"Non-lootable resources","Factor","Non_lootable_resources",NA,NA,NA,NA,NA,NA,NA,"The country under study is experiencing a conflict that involves non-lootable resources, such as off-shore oil.","No non-lootable resources","The country under study is experiencing a conflict that does not involve non-lootable resources, such as off-shore oil.","Contextual","Conflict dynamics"
"197",126,"Strategy targets civilians","Factor","Strategy_targets_civilians",NA,NA,NA,NA,NA,NA,NA,"The military intervention targets civilians.","Strategy does not target civilians","The military intervention does not target civilians.","Design","Military intervention factors"
"198",107,"Airpower","Factor","Airpower",NA,NA,NA,NA,NA,NA,NA,"The military intervention uses airpower.","No airpower","The military intervention does not use airpower.","Design","Military intervention factors"
"199",135,"Implementer demands regime change","Factor","Implementer_regime_change",NA,NA,NA,NA,NA,NA,NA,"The tool implementer demands regime change in the country under study.","Implementer does not demand regime change","The tool implementer does not demand regime change in the country under study.","Design","Implementer choices"
"200",9,"Counter-terrorism objective","Factor","Counterterrorism_objective",NA,NA,NA,NA,NA,NA,NA,"The tool has a counter-terrorism policy objective.","No counter-terrorism objective","The tool does not have a counter-terrorism policy objective.","Design","Implementer choices"
"201",72,"Democratization mandate","Factor","Democratization_mandate",NA,NA,NA,NA,NA,NA,NA,"The tool has a democratization mandate or policy objective.","No democratization mandate","The tool does not have a democratization mandate or policy objective.","Design","Implementer choices"
"202",109,"Independent agenda","Factor","Independent_agenda",NA,NA,NA,NA,NA,NA,NA,"The tool implementer pursues an agenda independent of conflict parties' agendas.","No independent agenda","The tool implementer pursues an agenda that aligns with at least one of the conflict parties’ agendas.","Design","Implementer choices"
"203",76,"Strategic interest","Factor","Strategic_interest",NA,NA,NA,NA,NA,NA,NA,"The tool implementer has a strategic interest in the country under study, such as an economic, security, or broader interest.","No strategic interest","The tool implementer has no strategic interest in the country under study.","Contextual","Implementer characteristics "
"204",208,"Leaders do not join amnesty","Factor","Leaders_not_comply",NA,NA,NA,NA,NA,NA,NA,"The leaders of the country or rebel group under study do not participate in the amnesty.","Leaders join amnesty","The leaders of the country or rebel group under study participate in the amnesty.","Contextual","Amnesty factors"
"205",91,"Large money transfers","Factor","Large_money_transfers",NA,NA,NA,NA,NA,NA,NA,"The amnesty agreement involves the transfer of large sums of money to the individuals that the amnesty covers.","No money transfers","The amnesty agreement does not involve the transfer of large sums of money to the individuals that the amnesty covers.","Design","Amnesty factors"
"206",169,"Amnesty for serious human rights violations","Factor","Amnesty_serious_violations",NA,NA,NA,NA,NA,NA,NA,"The amnesty agreement covers serious human rights violations.","No amnesty for serious human rights violations","The amnesty agreement does not cover serious human rights violations.","Design","Amnesty factors"
"207",80,"Limited amnesty timespan","Factor","Limited_timespan",NA,NA,NA,NA,NA,NA,NA,"The amnesty covers acts that took place during a limited timespan.","Broad amnesty timespan","The amnesty covers acts that took place during a broad timespan.","Design","Amnesty factors"
"208",3,"Amnesty includes relevant parties","Factor","Amnesty_relevant_parties",NA,NA,NA,NA,NA,NA,NA,"The amnesty agreement includes relevant parties to the conflict.","Amnesty does not include relevant parties","The amnesty agreement does not include relevant parties to the conflict.","Design","Amnesty factors"
"209",214,"Awareness of tool","Factor","Awareness_tool",NA,NA,NA,NA,NA,NA,NA,"The target is aware that the tool is being implemented.","Unawareness of tool","The target is not aware that the tool is being implemented","Contextual","Target characteristics"
"210",163,"Promise of use of the tool","Factor","Promise_use_tool",NA,NA,NA,NA,NA,NA,NA,"The tool implementer promises to use the tool.","No promise to use tool","The tool implementer does not promise to use the tool.","Contextual","Implementer choices"
"211",15,"Concentrated or inequitable disbursement","Factor","Concentrated_disbursement",NA,NA,NA,NA,NA,NA,NA,"The assistance is concentrated with a select number of elites or is inequitably disbursed.","Diffuse or equitable disbursement","The assistance is not concentrated with a select number of elites or is equitably disbursed.","Design","Implementer choices"
"212",96,"Economic shock","Factor","Economic_shock",NA,NA,NA,NA,NA,NA,NA,"The country under study has recently experienced an economic shock.","No economic shock","The country under study has not recently experienced an economic shock.","Contextual","Domestic context"
"213",186,"Inflation","Factor","Inflation",NA,NA,NA,NA,NA,NA,NA,"The economy of the country under study is experiencing inflation.","No inflation","The economy of the country under study is not experiencing inflation.","Contextual","Domestic context"
"214",204,"Neighboring state support","Factor","Neighbor_state_support",NA,NA,NA,NA,NA,NA,NA,"Countries nearby support the leadership of the country under study.","No neighboring state support","Countries nearby do not support the leadership of the country under study.","Contextual","International dynamics"
"215",48,"Cash-based assistance","Factor","Cash_assistance",NA,NA,NA,NA,NA,NA,NA,"The development assistance involves the transfer of unrestricted funds or is described as fungible.","Non-cash assistance","The development assistance does not involve the transfer of unrestricted funds or is described as fungible.","Design","Development assistance factors"
"216",73,"Humanitarian aid","Factor","Humanitarian_aid",NA,NA,NA,NA,NA,NA,NA,"The purpose of the assistance is humanitarian.","Non-humanitarian aid","The purpose of the assistance is not humanitarian.","Design","Implementer choices"
"217",116,"Strong civil society","Factor","Strong_civil_society",NA,NA,NA,NA,NA,NA,NA,"The country under study has a strong civil society.","Weak civil society","The country under study has a weak civil society.","Contextual","Domestic context"
"218",174,"Large number of external sponsors","Factor","Number_external_sponsors",NA,NA,NA,NA,NA,NA,NA,"A large number of external actors provide support for non-state armed groups.","Few or no external sponsors","Few or no external actors provide support for non-state armed groups.","Contextual","Support to non-state armed groups factors"
"219",51,"International exposure of the target","Factor","International_exposure",NA,NA,NA,NA,NA,NA,NA,"The target has ties to the international financial system and/or family living abroad.","The target lacks international exposure","The target lacks ties to the international financial system.","Contextual","Target characteristics "
"220",39,"Accountability and enforcement mechanism","Factor","Accountability_enforcement",NA,NA,NA,NA,NA,NA,NA,"The use of the tool includes an accountability and enforcement mechanism.","No accountability or enforcement mechanism.","The use of the tool lacks an accountability or enforcement mechanism.","Design","Implementer choices"
"221",110,"Education assistance ","Factor","Education_assistance",NA,NA,NA,NA,NA,NA,NA,"The development assistance supports education efforts.","Non-education assistance","The development assistance does not support education efforts.","Design","Development assistance factors"
"222",205,"Human rights objectives","Factor","Human_rights_goals",NA,NA,NA,NA,NA,NA,NA,"The implementer has a human rights, peacebuilding, or atrocity prevention objective.","Non-human rights objectives","The implementer does not have a human rights, peacebuilding, or atrocity prevention objective.","Design","Implementer choices"
"223",215,"Visible human rights abuses","Factor","Visible_HR_abuses",NA,NA,NA,NA,NA,NA,NA,"The target commits human rights abuses that are visible to domestic or international audiences.","Non-visible human rights abuses","The target commits human rights abuses that are not visible to domestic or international audiences.","Contextual","Target characteristics"
"224",211,"Implementer aims to degrade or constrain perpetrators","Factor","Degrade_constrain",NA,NA,NA,NA,NA,NA,NA,"The implementer uses the tool to degrade or constrain the capacity of potential perpetrators.","Implementer does not aim to degrade or constrain perpetrators","The implementer does not use the tool to degrade or constrain the capacity of potential perpetrators.","Design","Implementer choices"
"225",207,"Multiple types of development assistance","Factor","Multiple_types_of_aid",NA,NA,NA,NA,NA,NA,NA,"The implementer uses multiple types of development assistance.","Single type of development assistance","The implementer only uses one type of development assistance.","Design","Development assistance factors"
"226",49,"Humanitarian exemptions","Factor","Humanitarian_exemptions",NA,NA,NA,NA,NA,NA,NA,"The targeted sanctions exempt humanitarian operations from restrictions on trade or financial exchanges.","Absence of humanitarian exemptions","The targeted sanctions do not include humanitarian exemptions.","Design","Implementer choices"
"227",184,"Multiple specialized units","Factor","Multiple_specialized_units",NA,NA,NA,NA,NA,NA,NA,"The peace operations include multiple specialized units.","Single specialized unit","The peace operations do not include multiple specialized units.","Design","Peace operations factors"
"228",180,"Peacekeepers involved in mediation","Factor","Peacekeepers_involved_mediation",NA,NA,NA,NA,NA,NA,NA,"Peacekeepers are involved in the mediation effort.","Peacekeepers not involved in mediation","Peacekeepers are not involved in the mediation effort.","Design","Mediation factors"
"229",185,"Use of women peacekeepers","Factor","Women_peacekeepers",NA,NA,NA,NA,NA,NA,NA,"The peace operation includes a relatively large percentage of women peacekeepers.","Absence of women peacekeepers","The peace operation includes a relatively large percentage of women peacekeepers.","Design","Peace operations factors"
"230",38,"Governance assistance ","Factor","Governance_assistance",NA,NA,NA,NA,NA,NA,NA,"The development assistance supports governance efforts.","Non-governance assistance","The development assistance does not support governance efforts.","Design","Development assistance factors"
